axis,category,pct,tier,source,is_subgroup
asset_media,Television,55.0,D,Modest increase from 2021 (52%); saturation approaching in some communities; some HH dropping TV for mobile streaming,no
asset_media,Radio,10.0,D,Continuing decline from 2021 (12%); radio yielding to mobile; still used in remote bagan areas,no
asset_media,Mobile_phone,90.0,D,Near-saturation; up from 2021 (82%); even closed-garden workers have basic phones,no
asset_media,Smartphone_with_internet,72.0,D,Strong growth from 2021 (48%); +24pp; UPI/BHIM required for Lakshmir Bhandar verification drove adoption; NFHS-5 WB rural ~70%; tea-belt converging toward state average; load-bearing for narrative-injection weighting,no
asset_media,Computer,6.0,E,Very slow growth,no
asset_media,Two_wheeler,16.0,E,Marginal increase; post-wage-revision asset accumulation,no
asset_media,Four_wheeler,2.5,E,Very slight increase; Jaigaon traders,no
asset_media,Banking_access,88.0,B,Strong increase from 2021 (82%); Lakshmir Bhandar enrollment drove bank account adoption; PMJDY + Aadhaar-seeded accounts,no
amenities,Improved_drinking_water_source,68.0,D,Jal Jeevan Mission (JJM) made progress in WB 2021-24; Alipurduar received JJM connections; improvement from 2021 (62%),no
amenities,Improved_sanitation,35.0,D,ODF campaign + SBM phase 2 improved coverage; +7pp from 2021 (28%); private bagan land remains under-covered,no
amenities,LPG_clean_cooking_fuel,38.0,D,Ujjwala 2.0 (Aug 2021) extended coverage; refill subsidies intermittently available; +8pp from 2021 (30%),no
amenities,Wood_biomass_fuel,57.0,E,Decreasing from 2021 (65%) as LPG penetrates,no
amenities,Other_fuel,5.0,E,Stable,no
amenities,Electricity,87.0,D,Marginal improvement; quality of supply improving in some bagan lines,no
migration,Native,62.0,D,Further slight increase as more workers registered at home addresses,no
migration,WB_other_district,4.0,D,Low; limited new internal WB in-migration,no
migration,Other_Indian_state,0.5,E,Marginal,no
migration,Bangladesh_origin,0.5,E,Bangladesh interim govt (Aug 2024) uncertainty did NOT produce significant new migration to tea-belt; Petrapole disruption was trade-not-migration; negligible increase,no
migration,Outside_India,0.5,E,Nepal/Bhutan recent in-migration negligible,no
migration,Out_migrant,3.5,E,Slight increase from 2021 (3%); post-COVID out-migration partially resumed to Kerala/Tamil Nadu construction,no
migration,Jharkhand_origin,24.5,D,Stable multi-generational Adivasi identity; slight % decrease as native-born generation enlarges,no
migration,Nepal_Bhutan_origin,4.0,D,Stable Nepali/Gorkha community,no
migration,Bihari_UP_origin,0.5,D,Slight decrease; Bhojpuri-heritage older workers aging out,no
