axis,category,pct,tier,source,is_subgroup
gender,Female,48.79,E,NFHS-5 Jalpaiguri 2021 shows improved sex ratio trend,no
gender,Third_gender,0.01,E,Negligible; national pattern,no
mother_tongue,Bengali,55.00,E,Stable from 2019; Bengali Hindu SC/ST + Muslim fraction dominant language,no
mother_tongue,Hindi,3.00,E,Bihari/UP-origin tea-garden settled workers; stable,no
mother_tongue,Urdu,1.00,E,Muslim fraction Urdu speakers; stable,no
mother_tongue,Other,3.00,E,"Residual catch-all (Nepali fringe, Assamese border community)",no
mother_tongue,Sadri,14.00,D,"Lingua franca of Oraon, Munda, other Jharkhand-origin tribes; stable",no
mother_tongue,Rajbongshi,12.00,D,Koch-Rajbongshi community language; North Bengal plains,no
mother_tongue,Santali,8.00,D,Santal tribal community language,no
mother_tongue,Kurukh,4.00,E,Oraon mother tongue fraction not subsumed in Sadri,no
education,Illiterate,25.00,E,Alipurduar district literacy ~72% (Census 2011 A); NFHS-5 Jalpaiguri women literacy 73.7%; 10-yr improvement trend → AC ~25% illiterate (was 28% in 2019 baseline),no
education,Primary,25.00,E,Tea-garden primary enrolment high; stable fraction,no
education,Middle,20.00,E,,no
education,Secondary,15.00,E,Slight improvement from 2019 14%,no
education,Higher_Secondary,8.00,E,Slight improvement from 2019 7%,no
education,Graduate,5.00,E,Modest improvement; district town professionals,no
education,Postgraduate,2.00,E,Very limited; slight improvement,no
workforce_status,Main_worker,38.00,E,Kumargram CDB 2011 main-worker rate elevated by plantation employment; COVID-19 return migration 2020 partially restored tea-garden workforce,no
workforce_status,Main_worker_tea_garden,20.00,D,Tea estate regular workers; is_subgroup=yes,yes
workforce_status,Main_worker_non_tea,18.00,E,"Agriculture, forest, services; is_subgroup=yes",yes
workforce_status,Marginal_worker,12.00,E,Seasonal ag labour + marginal tea work; COVID disruption partly absorbed by 2021,no
workforce_status,Non_worker,35.00,E,Housewife + elderly + retired; tea-belt female employment reduces non-worker share,no
workforce_status,Student,9.00,E,18-22 in education; COVID school closures affect but voter-age student share stable,no
workforce_status,Unemployed,6.00,E,Educated job-seekers; COVID-induced disruption partially absorbed by mid-2021,no
occupation,Cultivator,15.00,E,Small-farm holders outside tea estates; stable,no
occupation,Agricultural_labourer,25.00,E,Seasonal ag labourer including tea-fringe; stable,no
occupation,Household_industry,3.00,E,"Basket weaving, minor artisan; tribal craft tradition",no
occupation,Manufacturing,4.00,E,Very limited organised manufacturing,no
occupation,Construction,5.00,E,"Border-area infrastructure, roads",no
occupation,Trade_retail,7.00,E,Kumargram town and Samuktala market centres,no
occupation,Transport_logistics,4.00,E,Bhutan border trade routes,no
occupation,Services,7.00,E,"Private services, petty trade",no
occupation,Government_services_teachers,5.00,E,"Forest dept, school teachers, panchayat staff",no
occupation,Out_migrant_worker,5.00,D,"Tribal men to Assam tea gardens, Kerala, Kolkata; COVID return partially restored by 2021",no
occupation,Tea_garden_plantation,20.00,D,Permanent plantation workers on tea estates (AC-local sub-category),no
class_of_worker,Employer,1.00,E,Very rare; tea-garden owners absentee,no
class_of_worker,Employee,40.00,E,Tea garden workers (regular wage) + govt employees,no
class_of_worker,Single_worker,40.00,E,"Own-account cultivator, petty trader, artisan",no
class_of_worker,Family_worker,19.00,E,Unpaid family labour on small farms; high in Adivasi households,no
economic_status,BPL_household,30.00,C,Alipurduar district poverty rate elevated; COVID-19 2020 pushed some households temporarily below poverty line; recovery partial by end-2021 → AC ~30% (was 32% in 2019),no
economic_status,Above_Poverty_Line_low_income,36.00,E,Just-above-BPL tea worker families,no
economic_status,Lower_middle,20.00,E,"Small cultivators, traders",no
economic_status,Middle,11.00,E,"Teachers, forest officers, established traders",no
economic_status,Upper_middle_well_off,3.00,E,Tea garden manager class and wholesale traders,no
gp_location,U1_Kumargram_CDB,70.00,E,"Kumargram CDB pop ~199,609 / AC est. ~260,000 ≈ 77%; adjusted for Samuktala pull → 70%; stable to 2021",no
gp_location,U2_Alipurduar_II_GPs,30.00,E,"7 GPs of Alipurduar II block; Bhatibari, Kohinoor, Mahakalguri, Parokata, Samuktala, Tatpara I, Turturi",no
household_composition,Avg_HH_size,4.9 persons,E,Tea garden line housing promotes larger HH; COVID return migration slightly increased HH size; stable ~4.9,no
household_composition,Nuclear_HH,60.00,E,NFHS-5 WB rural pattern; tea-line single-room units promote nuclear structure,no
household_composition,Joint_HH,28.00,E,Tribal joint family tradition,no
household_composition,Extended_multi_generation,12.00,E,Tea garden barracks multi-generational residence pattern,no
marital_status,Never_married,26.00,E,Census 2011 Alipurduar pattern; NFHS-5 Jalpaiguri women married before 18 declined (18.7% vs 34.5% NFHS-4); slightly lower never-married share,no
marital_status,Currently_married,66.00,E,High marriage rate in tribal and tea-belt communities; early marriage tradition,no
marital_status,Widowed,7.00,E,Female-concentrated 60+ age group,no
marital_status,Separated_divorced,1.00,E,Low formal divorce; some de-facto separation in out-migrant households,no
asset_media,Television,57.00,C,"NFHS-4 WB rural ~60%; NFHS-5 Jalpaiguri not separately reported; AC ~57% — marginal increase, TV near-saturation in middle-income HH",no
asset_media,Radio,7.00,C,Slight decline from 2019 8%; community radio declining nationally,no
asset_media,Mobile_phone,88.00,C,NFHS-4 WB rural ~78%; mobile saturation by 2021; Jio rollout 2016-19 drives up +10pp → ~88%,no
asset_media,Smartphone_with_internet,55.00,C,+25pp from 2019 baseline 30%; COVID-19 2020 drove rapid digital adoption; Jio acceleration + government PMGDISHA; NFHS-5 national pattern confirms major surge,no
asset_media,Computer,3.50,E,Modest improvement from 2019 3%; limited in tea-belt,no
asset_media,Two_wheeler,19.00,C,NFHS-4 WB rural ~18%; slight increase; income growth in tea-belt,no
asset_media,Four_wheeler,3.00,E,Very limited; stable,no
asset_media,Banking_access,86.00,B,PMJDY saturation + tea-wage banking mandate; NFHS-5 shows further PMJDY penetration; +6pp from 2019 80%,no
amenities,Improved_drinking_water_source,90.00,C,NFHS-5 Jalpaiguri district 95.2% (improved from NFHS-4 85.2%); AC slightly below district avg → 90%,no
amenities,Improved_sanitation,60.00,C,NFHS-5 Jalpaiguri 73.2% (NFHS-4 51.0%); Swachh Bharat Phase-II; tea-belt below district avg → 60%,no
amenities,LPG_clean_cooking_fuel,28.00,C,NFHS-5 Jalpaiguri 42.7% (NFHS-4 27.0%); Ujjwala programme Phase-I coverage; tea-belt below district avg due to biomass abundance → 28%,no
amenities,Wood_biomass_fuel,67.00,C,Declining as LPG rises; forest belt biomass still primary; was 75% in 2019,no
amenities,Other_fuel,5.00,E,"Kerosene, dung, residual; stable",no
amenities,Electricity,95.00,A,Saubhagya near-saturation by 2021; NFHS-5 Jalpaiguri 97.4%; AC slightly below → 95%,no
migration,Native,56.00,D,Born in Alipurduar/Jalpaiguri or same block; slight increase due to COVID-19 reverse migration returning workers to home villages 2020,no
migration,WB_other_district,5.00,D,Some Jalpaiguri and Cooch Behar in-migrants; stable,no
migration,Other_Indian_state,5.00,D,Bihari/Oraon tea-garden labour from Jharkhand/Bihar origin (settled); stable,no
migration,Bangladesh_origin,1.00,E,Minimal; not a refugee-belt AC,no
migration,Outside_India,0.50,E,Nepali-origin settled community; Bhutanese fringe; stable,no
migration,Out_migrant,2.50,D,Slightly reduced from 2019 3.5% due to COVID-19 reverse migration; many tribal men returned from Assam/Kolkata 2020,no
migration,Jharkhand_origin,30.00,D,"Load-bearing: Oraon, Munda, Santal ancestors brought from Chota Nagpur plateau as indentured tea labour (1860s-1930s); now settled 3-5 generations; classified as WB residents",no
