axis,category,pct,tier,source,is_subgroup
asset_media,Banking_access,88.00,B,PMJDY saturation + COVID-19 DBT/PMGKAY pushed near-universal enrollment; +6pp from 2019 est. 82%; methodology_2021 §C.14: banking +5-10pp,no
amenities,Improved_drinking_water_source,95.00,B,NFHS-5 Koch Bihar indicator 8 = 99.3% population with improved drinking water; AC-level conservative estimate 95%,no
amenities,Improved_sanitation,75.00,B,NFHS-5 Koch Bihar indicator 9 = 75.7% improved sanitation; near-direct use,no
amenities,LPG_clean_cooking_fuel,25.00,B,NFHS-5 Koch Bihar indicator 10 = 25.7% households using clean fuel; note Ujjwala cylinders distributed but refill rate low; active use ~25%,no
amenities,Wood_biomass_fuel,68.00,B,Dominant fuel; NFHS-5 clean fuel 25.7% implies ~68-70% biomass; rural kitchen reality,no
amenities,Other_fuel,7.00,E,Kerosene + other residual,no
amenities,Electricity,98.00,B,NFHS-5 Koch Bihar indicator 7 = 98.2% electricity; Saubhagya near-saturation confirmed,no
migration,Native,74.00,D,Estimate; Sitalkuchi is deep rural Cooch Behar; COVID-19 return migration reinforced native pool slightly,no
migration,WB_other_district,6.00,D,"Slight increase from COVID-19 reverse migration from Siliguri, Guwahati-adjacent districts",no
migration,Other_Indian_state,1.00,D,Very small trader/service migrant fraction; COVID-19 somewhat reduced,no
migration,Bangladesh_origin,17.00,D,Significant Hindu refugee/migrant presence from East Pakistan/Bangladesh partition and post-1971; Cooch Behar border district pattern; stable,no
migration,Outside_India,0.50,E,Negligible,no
migration,Out_migrant,1.50,E,Working outside AC but registered here; COVID-19 temporarily pushed some back; recovering by end-2021,no
